hash,cadical_runtimes,cadical_elimfalse_runtimes,cadical_pripro_runtimes,cadical_stability_runtimes,candy_runtimes,glucose_chanseok_runtimes,glucose_runtimes,glucose_syrup_runtimes,glucose_var_decay099_runtimes,kissat_runtimes,kissat_sweep_runtimes,lingeling_runtimes,lstech_maple_runtimes,march_nh_runtimes,minisat__runtimes,relaxed__runtimes,slime_runtimes,yalsat_runtimes
a36e3b4507dc96d4564bac179a13e252,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
a3ac8ab6d4ccab7722692ef6966562c4,2429.32,2326.54,2418.35,2299.91,2252.43,timeout,timeout,18499.43,timeout,842.52,697.64,2269.36,1390.74,timeout,timeout,3086.15,2514.78,timeout
a3c6cf1776a3b89e8b5ed137a2169a46,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
a43133bc0c2fbaa3a45e2d283668f795,timeout,1137.85,1056.56,timeout,863.74,851.35,645.38,,2197.07,3401.90,242.26,3579.68,934.78,timeout,timeout,2467.99,1635.12,timeout
a446d8a857decf4179100e53bb3debb7,timeout,timeout,3228.29,timeout,timeout,1123.14,989.85,timeout,926.44,414.75,443.78,1157.61,1626.12,timeout,timeout,1949.40,3528.52,timeout
a49166afa17d2f1fec598681f7caef9e,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
a4a5779472d2bad97860f2368ed1a49e,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
a4c5a1fd275f84ecdac742a432fa6c4d,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
a4c7158130d7547fd53be8810cf026c6,15.08,13.98,13.99,14.09,1238.32,11.18,11.38,21.61,10.89,8.89,8.69,25.28,41.59,timeout,923.19,37.89,470.57,timeout
a509e4a74f7b745e04231ccd8d341d66,timeout,4143.38,timeout,4835.45,timeout,timeout,timeout,timeout,timeout,264.56,734.98,timeout,429.52,timeout,timeout,1737.30,1424.83,timeout
a510b12e91213d57cdf6249d5f501b44,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
a52d379e0f0cba6059097c7133014958,45.89,70.69,48.93,61.99,42.79,13.29,22.68,,9.59,13.29,13.98,36.59,69.78,timeout,23.79,754.06,828.86,timeout
a5507d7a8dacbc0ecd7abc8d631c266a,0.09,0.09,0.10,0.10,0.10,0.00,0.00,0.00,0.00,0.09,0.10,0.29,0.99,0.10,0.10,2.10,1.39,timeout
a553e9cdf676a45c44c4223e75a7c604,572.33,285.59,116.68,3849.96,187.38,timeout,4951.02,,748.38,570.26,239.68,957.85,501.16,timeout,timeout,157.08,318.18,timeout
a5d5c8ce132b1fc0e11ccd557c61bd5c,136.88,130.48,196.88,152.48,timeout,442.42,1208.10,,935.54,44.98,45.89,594.56,298.68,timeout,timeout,158.27,150.58,timeout
a5d60136020d9dba21d795ee515c77b5,461.26,582.36,1835.44,604.12,874.55,37.49,293.25,603.09,479.66,250.36,248.78,149.58,253.84,timeout,184.37,timeout,1496.33,timeout
a5e35f56e307070fc85c7dfadacd377e,648.66,562.03,598.37,606.16,timeout,1804.04,3707.31,,timeout,1030.14,828.65,542.47,989.17,timeout,timeout,888.84,935.76,timeout
a5e5408d03bc60e00132ee9148c844b6,914.07,939.77,546.47,1145.65,1958.08,275.18,648.95,5045.73,504.57,587.56,577.86,244.28,2395.70,timeout,timeout,3486.64,834.73,timeout
a5e6de7a46556a09ccb12136aaea1dee,2561.30,2945.39,timeout,timeout,2686.22,timeout,207.48,,2027.52,927.81,862.35,246.09,496.17,timeout,timeout,389.37,445.87,timeout
a5fc113e7d4899f4e4af14b87b6fd6ae,timeout,4858.43,2967.01,4766.00,1651.88,2343.15,1632.31,4249.86,1310.33,3485.91,3549.03,4584.03,1733.71,timeout,timeout,1816.82,1940.38,timeout
a61273f6cd049ec4ab87bbbc59cf09a4,108.08,48.07,61.58,60.99,10.78,8.99,7.50,,7.89,44.39,45.79,timeout,23.69,timeout,7.39,108.48,105.39,timeout
a6fc358b6b0bc13e11835ad25954676b,2988.06,3617.93,2050.78,3963.58,1225.70,2068.47,1111.83,4857.43,1791.18,2096.50,2576.78,2194.61,1056.44,timeout,timeout,1619.93,987.64,timeout
a72cced998026231bf3cbc5d74073b96,timeout,3752.65,timeout,2455.63,1406.81,1472.24,timeout,timeout,3046.86,4104.68,4009.34,timeout,timeout,timeout,timeout,timeout,timeout,timeout
a73d9de8b1a47bc3bfe7e9ae7a397221,timeout,timeout,2448.42,3134.05,4538.75,1651.33,1351.13,12996.62,timeout,1914.59,3041.44,timeout,1474.50,timeout,timeout,timeout,501.77,timeout
a7dcd8bcbe695bb60587e21ce3bb5464,430.78,511.32,381.68,471.47,343.27,211.28,260.49,,284.65,309.58,249.98,443.28,385.27,timeout,399.36,270.30,387.79,timeout
a8049b52daf13a0c29e65b86dcded2e9,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
1e013e4da2d4c2327733f90721499525,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
a81d8fa85f0046f489d49b487cf82ff9,617.66,800.25,783.67,1002.36,timeout,timeout,timeout,timeout,timeout,248.98,434.25,timeout,238.17,timeout,timeout,1329.42,1630.31,timeout
a81f06af28ccda49a9697cb67c1aa1c4,3698.97,timeout,3576.47,4494.23,timeout,timeout,timeout,timeout,timeout,2250.39,2330.84,timeout,timeout,timeout,timeout,timeout,timeout,timeout
a8613b5acf1cb12c6689dda699c149af,timeout,timeout,4075.58,4902.34,timeout,timeout,timeout,,timeout,3780.52,2691.36,4346.77,timeout,timeout,timeout,timeout,timeout,timeout
a864be2e3ab38d84d61367e4f4aa7c4b,16.59,6.99,69.88,11.40,8.39,2.89,2.10,,4.09,5.29,5.39,6.19,4.29,timeout,2.69,11.39,10.99,timeout
a8f5a112fa832cd084b302dc4ee6dccc,2934.80,timeout,3900.45,timeout,timeout,timeout,timeout,timeout,timeout,546.16,870.56,1064.54,2208.79,timeout,727.26,timeout,timeout,timeout
a91177361e567d8d16ecb7b847471860,1475.12,598.56,719.17,2169.13,3855.16,1972.77,1770.97,,1696.49,19.19,16.39,256.18,46.99,timeout,timeout,685.58,1262.00,timeout
a96aee96305e0035a08d8d5b527f70f7,timeout,timeout,timeout,timeout,timeout,timeout,timeout,,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
a977b9a5632108a51c303a648144f5e9,timeout,4508.56,4221.24,timeout,timeout,timeout,timeout,timeout,timeout,2761.56,1704.32,timeout,timeout,timeout,timeout,timeout,timeout,timeout
a992c43209689c579acbce65a6fd3a0a,2865.57,timeout,4774.54,1315.83,timeout,timeout,timeout,timeout,timeout,2361.94,timeout,timeout,3357.71,timeout,timeout,timeout,timeout,timeout
a9a6140755f0faac09a88bccd02fcbab,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
aa30c615f507dfb3d41d7a0b3f526fc2,0.00,0.00,0.00,0.00,timeout,11.09,2.89,,timeout,0.00,0.00,4135.20,2.39,timeout,timeout,56.39,20.99,timeout
aa47f29efcd72c1e60bcae3076ce643f,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,1489.63,1717.98,2373.07,timeout,timeout,timeout,timeout,timeout,timeout
aa94546652f77cfb5cdfc9a9d82035e2,timeout,timeout,timeout,timeout,timeout,timeout,timeout,,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
aa96db501deb704c0be26fca804348c0,510.96,1265.43,784.65,544.51,953.93,374.23,406.27,,816.05,430.26,240.29,timeout,348.06,timeout,410.36,318.67,1023.94,timeout
aac71c9be1c5cb4a442965503108973d,642.27,337.58,timeout,1382.25,timeout,347.98,962.54,,1108.04,72.39,157.88,29.29,85.39,timeout,timeout,72.98,86.29,timeout
aaf5c6b8249140f828028fcd759d80e0,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
aafe195ab120ca0227c97fdf190adeff,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,3045.14,timeout,timeout,timeout,timeout,timeout
ab3dfe46aee7bfeb8301de497f36a05a,195.08,2604.21,216.08,745.55,1062.74,152.97,1297.32,3042.49,292.03,285.78,146.18,2412.64,196.68,timeout,timeout,252.75,280.07,timeout
abf56d02b82b68d7b372f8a0eaaeb1f3,timeout,timeout,timeout,timeout,timeout,timeout,timeout,,timeout,4299.64,2761.76,timeout,4629.41,timeout,timeout,timeout,timeout,timeout
ac236d674cb9cb61f66524266238a28e,4300.74,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,2337.10,timeout,timeout,2747.44,timeout,timeout
ac6578650f8c5211fbaa1f86a46ccf6e,286.08,166.89,594.06,206.87,timeout,605.47,timeout,,timeout,1631.22,timeout,2225.84,589.57,timeout,timeout,293.77,434.87,timeout
aca1b3d0f7bb97485f6e55b39737f609,2700.22,1094.36,1981.04,2524.32,1452.43,1270.80,644.26,,3852.00,206.06,193.16,410.18,1712.68,timeout,timeout,1599.49,622.27,timeout
acd277fb2979308457dd9b79320395e5,158.28,119.67,84.70,169.38,timeout,251.08,1322.67,,3857.30,40.79,43.79,1122.15,1849.31,timeout,319.57,39.18,827.66,timeout
acdf3c810df7614cd6cd5e68c0a412bc,timeout,timeout,timeout,timeout,timeout,timeout,timeout,,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
ad265a04a9970b8933fdd58eb1362b42,348.27,1825.23,3696.96,313.77,timeout,2035.10,1225.96,1835.03,858.11,239.06,181.35,timeout,248.38,timeout,timeout,553.26,350.25,timeout
add0cdfcc197e6aec540f9a8f3c28305,27.99,63.29,40.39,17.29,54.58,28.29,26.19,47.35,22.89,18.59,37.99,77.09,80.98,652.37,42.69,73.69,59.98,timeout
adde724b91620aa5d6b35068e133c47e,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,1285.11,1460.61,timeout,596.93,timeout,754.89,timeout,3061.61,timeout
adeb0b8e8c680179548995f436b6119b,timeout,timeout,timeout,timeout,timeout,timeout,timeout,,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
adeb4b7acbe99e55349d830bcf7da6bc,316.48,150.88,160.68,219.17,375.21,117.38,189.19,485.00,218.09,182.98,64.99,452.06,357.98,timeout,808.27,127.29,49.99,timeout
ae0c8f2365552ce627f48923e430fde0,327.56,946.65,324.96,371.88,1291.20,250.28,221.58,,2676.37,1127.43,1207.42,430.37,93.49,timeout,timeout,176.19,448.37,timeout
ae1afd462cc4467c98c0aa4436180768,timeout,timeout,timeout,35.68,351.28,timeout,timeout,timeout,timeout,279.18,287.47,342.07,68.58,timeout,timeout,438.56,366.37,timeout
aeb6afbcdb6fae9538ec5c7f11b7f3a0,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,317.58,4369.17,4871.05,timeout
aef139dd6fc121fbc2d23e43cf88d32b,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
af0a250f5a99a1e02dff23ad0dfc435e,timeout,timeout,timeout,timeout,timeout,timeout,timeout,7680.79,timeout,2271.68,2146.30,1437.25,4810.80,timeout,timeout,4004.40,timeout,timeout
af66c2b2ff8a9cd900d9f2f79e53f6a7,3.99,3.99,4.99,4.19,2.89,0.99,0.99,2.76,1.09,1.59,1.49,4.40,5.89,11.89,0.99,6.09,8.19,timeout
afa9add5e33153192af99caf9630f35a,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
aff1b7e42aafff200fb43c5654004d72,1581.22,1277.34,1135.59,752.56,timeout,timeout,timeout,,timeout,timeout,timeout,2221.68,timeout,timeout,timeout,timeout,timeout,timeout
b01346439155f2e815fe3754eccdc76c,261.87,564.97,302.57,307.47,148.06,380.45,765.84,,483.81,86.28,85.28,timeout,212.48,timeout,timeout,698.89,293.98,timeout
b0384906155607b261b2fb070399ee2e,timeout,timeout,2898.29,1847.80,1417.01,timeout,timeout,,timeout,638.65,789.40,2285.03,327.98,timeout,timeout,607.27,741.56,timeout
b06a76971ecb618d8a9a292fed0d988b,23.09,53.88,26.69,23.79,18.09,4.99,14.39,,20.28,7.09,6.99,8.79,54.19,timeout,9.19,65.89,28.79,timeout
b07cba87cb903a07225892058b32ee74,2.59,2.79,2.09,4.19,9.69,5.19,9.19,10.02,8.59,1.49,0.99,2.09,13.39,timeout,8.59,54.38,30.99,timeout
b0a8a783184ffaabf3341705a1691d02,257.19,93.18,805.34,604.66,341.86,191.07,171.09,,29.98,197.78,217.86,1426.94,179.39,timeout,129.68,199.18,298.77,timeout
b0bd4e5f8cf5cb1733c501b7a667587f,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
b14723fd0acbb7a5b497c4ddb4e3d813,2116.23,timeout,timeout,2808.49,2409.91,143.78,200.77,467.30,194.28,339.28,352.39,timeout,1685.00,timeout,1427.44,1888.22,2444.19,timeout
b1755b31729b382b7275a84f4123eaff,421.86,286.24,584.87,499.75,338.16,295.86,50.68,1057.36,56.19,158.98,342.96,195.27,226.47,timeout,123.99,timeout,1852.89,timeout
b26e88b9b0d4b6f9e6ae95efe0b8df02,4131.99,timeout,3522.94,2587.76,850.36,937.16,timeout,5084.69,4341.67,4512.40,496.32,2699.59,385.98,654.01,timeout,388.77,863.36,10.69
b274606462f566e0c2f5df5b4147cc64,3963.67,4185.64,923.75,3526.46,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
b2a456f73623145ce5a839938aae5d8c,timeout,timeout,3172.71,timeout,timeout,timeout,70.19,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
b2c0cea882ba9b3f34df5aae3734b775,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
b2f8e1b9aaf8571a8ddd7b50ede3538b,timeout,timeout,timeout,timeout,timeout,timeout,timeout,15185.26,timeout,788.26,673.05,4200.33,1850.79,timeout,timeout,3295.53,3815.61,timeout
b34924ea0812ea17683047a443b6ab99,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
b37dd84a1ca56a24876590bd60c5cf57,102.78,79.08,41.98,92.59,timeout,191.28,timeout,,timeout,103.08,80.38,359.87,492.77,timeout,timeout,135.28,162.08,timeout
b383365748add94b3a372be05861b6fa,121.49,138.09,322.68,128.58,timeout,timeout,timeout,timeout,timeout,855.16,1515.52,timeout,1125.88,timeout,timeout,756.36,1645.21,timeout
b3d40f5c1f8ad9873775a885469ada26,96.08,107.29,92.88,105.59,103.69,120.79,171.48,,191.68,54.47,61.59,158.08,134.59,74.18,70.79,1940.69,1142.64,timeout
b3d4854cd2fe7e9f528a6fe75d727bad,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
b400f2362d15334aa6d05ef99e315fc1,timeout,timeout,timeout,timeout,15.69,6.50,10.39,,timeout,1.49,1.39,timeout,11.39,timeout,timeout,41.69,50.19,timeout
b41f6db1fee18a3aa5630aac4d07f3f9,2159.92,1511.09,732.44,2447.50,timeout,timeout,timeout,timeout,timeout,649.65,2396.56,timeout,1527.33,timeout,timeout,1384.23,873.72,timeout
b4212dd5b85b95c731dfb26333465795,timeout,timeout,timeout,timeout,timeout,timeout,timeout,,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
b4457e1a0929d236a86db88d22e5a31c,timeout,timeout,3245.91,3058.31,timeout,timeout,timeout,timeout,timeout,827.05,1359.54,timeout,382.07,timeout,timeout,356.38,835.66,timeout
b44748828bd5e0be6ce4ae0f74bb0a98,463.05,1368.35,539.07,1259.96,1174.00,849.15,816.84,674.66,980.73,247.98,248.08,40.78,273.08,timeout,timeout,1783.69,3203.86,timeout
b45b7f9c68c25aff9045fba2c70071d1,3095.59,timeout,3939.95,4886.22,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
b45d8a58ccd98c45e8da3adf65af5f9b,636.71,2949.96,2344.85,1208.42,806.04,723.06,1147.53,,3415.11,1181.12,365.27,3215.06,796.35,timeout,timeout,1328.93,704.23,timeout
b475fa4a7416615411c40963ac295986,3623.41,timeout,3097.92,3214.90,timeout,timeout,timeout,15366.46,timeout,2232.69,2296.78,timeout,timeout,timeout,timeout,timeout,timeout,timeout
b47cd78004eebf44dea246af043ee580,254.58,1369.72,650.86,220.20,1881.59,286.97,1866.13,841.95,975.45,558.65,541.76,260.28,1148.26,timeout,170.28,1023.34,1290.91,timeout
b48339b6d42dee80d35e154d8ca8234c,3267.57,timeout,4749.54,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,1774.61,timeout,timeout,timeout,timeout,timeout
b4b736ac0f2cb784eb19667c6f5b5f81,timeout,timeout,0.00,timeout,timeout,0.00,timeout,,timeout,timeout,timeout,timeout,timeout,0.00,timeout,timeout,timeout,timeout
b4c1bfd8b15ff2cd041987cbe673e144,timeout,timeout,1790.23,timeout,timeout,timeout,timeout,timeout,timeout,4433.26,timeout,timeout,1097.20,timeout,timeout,2317.56,timeout,timeout
b4cde5051e9ffd52c7b999621765587e,timeout,2147.64,timeout,timeout,508.67,timeout,timeout,timeout,3310.73,1190.52,1123.33,1461.03,47.68,timeout,timeout,500.39,434.27,timeout
b4d86ed9a653a37647c075faa7484c3f,timeout,timeout,timeout,2556.47,3222.52,timeout,timeout,timeout,timeout,1604.91,893.26,timeout,1062.84,timeout,timeout,1070.53,3250.03,timeout
b4ec0cf12a9d261ea0916e3b836d78bc,1562.13,1778.38,2153.21,2026.09,1056.50,1186.84,1332.94,,1080.09,431.34,281.77,1163.38,4172.63,timeout,713.45,2801.20,3511.37,timeout
b51583e32432c5778c7e3e996c3bfeba,135.18,7.99,15.99,17.09,1741.07,1661.50,763.47,12.57,37.59,30.68,29.89,78.38,8.89,timeout,2529.37,43.59,238.28,timeout
b51a1ab2402daef9aca5f190bcf88df5,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
b5247278fe70f2a5ec06822a78bce5f0,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,1744.71,timeout,timeout,timeout,0.89,timeout,timeout,1.30,timeout,3.09
b5286934cb9a0350c56a61b86c94931d,265.47,499.46,807.57,314.88,1647.20,825.96,1421.95,,1516.83,215.88,237.88,1217.85,1101.54,timeout,618.32,1303.14,1123.35,timeout
b54b26f38d40a687b6277c49cf85de69,796.77,timeout,1359.65,856.46,timeout,timeout,timeout,timeout,timeout,320.48,536.86,353.37,2802.00,timeout,timeout,413.58,1131.91,timeout
b55b472a43a2daa68378ac8cbc4c2fb4,115.09,200.58,135.38,109.97,383.17,57.09,65.88,127.59,624.36,51.09,56.49,86.78,271.67,timeout,timeout,245.78,293.87,timeout
b583f8db3a609d32ddfc55d7f26b5fbb,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,1359.81,649.24,timeout,431.37,timeout,timeout,491.57,482.87,timeout
b5a0b28a7785d8d673a2c99d97b1d510,timeout,timeout,timeout,timeout,4298.09,timeout,3656.79,,4617.44,2407.28,2023.38,3919.29,timeout,timeout,timeout,timeout,timeout,timeout
b5a5cbe4208f3edf7e4cf1a501dd2c43,275.97,551.56,135.09,275.08,115.78,1389.63,1519.31,,1656.33,32.29,31.29,18.09,22.39,timeout,14.29,32.69,29.99,timeout
b5d9a62d4b2f44b9eb3f6b3e48083ef4,372.75,2760.52,457.97,396.75,timeout,timeout,timeout,timeout,timeout,240.25,324.48,264.37,441.18,timeout,timeout,1670.07,525.63,timeout
b5df8842330d20ec7102405549d282ed,1063.17,1769.91,724.78,1227.53,3407.68,2052.28,1254.54,2647.67,2949.84,256.47,239.07,2661.19,443.13,timeout,timeout,422.27,472.37,timeout
b60ca41fd170c65da947c5969dcb77b0,timeout,timeout,3823.22,timeout,timeout,timeout,timeout,timeout,timeout,2170.68,1303.10,timeout,timeout,timeout,timeout,timeout,timeout,timeout
b6105dde152f2588ef77b42bf3f3d39c,4780.25,4483.44,timeout,timeout,timeout,timeout,timeout,timeout,timeout,2565.45,timeout,timeout,1549.81,timeout,timeout,timeout,2402.65,timeout
b6159ce6e64194edf92bc3754be63729,18.58,16.59,21.89,18.18,18.48,12.19,23.69,,8.59,19.80,28.38,48.58,28.58,timeout,12.59,245.28,479.86,timeout
b6455805d492bec6e8b3c33f0641e284,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
b64f7d56f1b369fac6a3bcb1efd784da,906.96,301.06,809.36,432.47,889.85,804.33,1059.20,3481.45,377.09,493.67,494.85,3798.35,385.97,timeout,893.35,915.05,1164.53,timeout
b676ad852ca0867aef85be90753e5745,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
b6870b78e2e1967832537f3f9c19c6fc,1539.55,1211.34,timeout,2006.33,timeout,timeout,timeout,timeout,timeout,302.37,1195.73,timeout,1197.49,timeout,timeout,1576.89,1483.58,timeout
b69132879ed9ea0c8af1bc1e478d6ec3,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
b6af217d5640bef0c0ca834a709c05b1,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
b6af67c3d4e47adf389bbfbef6925571,timeout,timeout,timeout,timeout,timeout,timeout,timeout,,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
b6f21018d65de834513fbd94a5e06377,3698.58,2700.92,timeout,timeout,2083.10,2017.28,2337.91,,2008.39,1356.73,1328.19,2252.39,4875.41,timeout,timeout,3956.74,timeout,timeout
b71310d81f17312ecd887797456b0fb7,timeout,3184.28,timeout,3247.64,timeout,timeout,timeout,timeout,timeout,1510.03,1250.54,timeout,350.87,timeout,timeout,773.45,1685.18,timeout
b72aea52992e68c4a7e60ec84d6494c5,1.09,0.50,0.69,0.99,7.69,2.09,6.89,,0.89,0.49,0.29,0.99,13.59,timeout,0.49,6.68,6.10,timeout
b73c0bcc2f8430397b247800a6d6d144,432.56,1053.94,696.92,1023.13,2518.87,timeout,timeout,timeout,1758.98,539.86,871.10,timeout,1372.74,timeout,timeout,1287.23,1134.43,timeout
b7770ebc4d821c53130da4183a3dae50,timeout,timeout,3471.22,timeout,timeout,timeout,timeout,,timeout,2394.38,3370.59,timeout,timeout,timeout,timeout,2012.33,1903.62,timeout
b78302dd4d2374c5b4abfd58f970a4a5,timeout,timeout,2546.66,4145.61,timeout,timeout,timeout,timeout,timeout,1062.77,1870.41,timeout,timeout,timeout,timeout,timeout,timeout,timeout
b7ab774b6d91a8b0edaf36c3e61c374f,3979.91,3841.47,timeout,timeout,3573.25,2303.82,2614.63,,2199.31,2894.11,2312.27,2888.20,timeout,timeout,timeout,timeout,timeout,timeout
b7f30726f549bf71492647d7e386c1f3,922.45,864.55,1000.65,906.46,24.69,timeout,timeout,timeout,timeout,160.78,163.48,2924.59,525.47,timeout,timeout,timeout,timeout,timeout
b803b2279696aada1a59123120d047b8,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
b8399c47701dc509b97506fc1b8a5361,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
b83d73a138631e13e59db939d3b2d328,4436.77,timeout,4607.78,4360.68,timeout,timeout,timeout,timeout,timeout,3291.33,timeout,timeout,2949.18,timeout,timeout,1847.57,timeout,timeout
b8a14a939eb373007308e61e44db9da5,77.08,timeout,2031.53,825.26,timeout,timeout,timeout,timeout,timeout,1054.14,531.88,timeout,328.57,2098.55,timeout,402.68,69.99,timeout
b8c6b74b0b46e8d7548e9b7acdecbbf2,1399.46,2531.06,1775.35,1867.41,1653.99,290.56,79.88,,452.77,137.57,272.17,154.18,123.48,timeout,907.12,170.19,196.09,timeout
b8f348dabb2b9e36b7f1c6de5ee855bf,1345.02,805.69,564.01,454.67,347.49,114.48,191.58,,417.88,72.09,139.18,1426.56,343.54,timeout,665.54,273.27,114.08,timeout
b8f8dcfa84a6f10d2a11ed556c8d3e7d,332.67,848.37,438.47,934.26,4880.81,2205.80,3252.63,9509.02,2900.63,384.37,289.07,timeout,415.57,timeout,timeout,475.16,455.07,timeout
b9559a3a9f69f46f3bec1b45da74cfc2,25.59,24.39,42.08,30.38,7.79,4.38,4.69,,4.40,10.79,10.69,10.69,5.89,811.56,3.69,6.79,6.19,timeout
b96034d2fd2868e568c2945611fb5d96,337.78,1010.06,355.79,149.19,1335.83,785.86,153.48,,4315.71,1126.25,1186.54,252.18,151.79,timeout,timeout,273.08,352.37,timeout
b9626878d459ddfe0f478de7b09f1f6a,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
b970fa81aa4101c88072d3554bbf205d,332.08,893.36,518.35,382.98,timeout,timeout,timeout,,timeout,251.34,205.58,102.19,32.38,timeout,745.24,227.38,174.19,timeout
b9733445f4c40231a91fa35523e4163d,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
b9d2509a78867efe13c4c03f1984d850,timeout,timeout,timeout,timeout,timeout,timeout,timeout,,timeout,92.27,91.29,171.88,timeout,timeout,timeout,timeout,timeout,timeout
b9dd8b1b45b800a64ade66a027afac44,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
b9e5e773fdddc8906d500a05a3b00c54,120.57,1374.22,95.90,99.99,timeout,2573.42,timeout,,timeout,194.69,54.99,1301.22,209.58,timeout,timeout,175.39,227.58,timeout
ba2002f1181352a4314c416e78ca0aca,3673.20,2217.43,2786.29,timeout,timeout,timeout,4323.31,6302.11,timeout,841.06,618.26,timeout,timeout,timeout,timeout,timeout,timeout,timeout
ba20699897e2da6589e2696e548c8e56,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
