hash,cadical_runtimes,cadical_elimfalse_runtimes,cadical_pripro_runtimes,cadical_stability_runtimes,candy_runtimes,glucose_chanseok_runtimes,glucose_runtimes,glucose_syrup_runtimes,glucose_var_decay099_runtimes,kissat_runtimes,kissat_sweep_runtimes,lingeling_runtimes,lstech_maple_runtimes,march_nh_runtimes,minisat__runtimes,relaxed__runtimes,slime_runtimes,yalsat_runtimes
000a41cdca43be89ed62ea3abf2d0b64,68.09,39.58,14.78,200.29,89.37,24.59,7.09,106.99,4.39,144.77,28.58,33.50,22.57,timeout,64.10,75.55,142.89,timeout
0041051c73dcdd885d412a38e8b09fba,1488.42,1794.87,1455.23,1485.53,2371.55,499.27,744.09,911.14,712.96,316.39,216.87,1471.91,timeout,timeout,2602.10,timeout,timeout,timeout
004b0f451f7d96f6a572e9e76360f51a,3054.79,637.89,1213.47,timeout,137.28,722.95,4130.43,236.86,143.48,601.65,915.23,timeout,466.42,timeout,4037.24,199.55,447.77,timeout
00d3338cd6cdfa099ff29f036c77d93d,timeout,2877.61,timeout,timeout,timeout,3146.32,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,4250.07,timeout,timeout
0107f34364dfff8ab062193b2c71b4de,257.27,203.47,322.98,280.87,226.88,83.79,49.37,215.93,52.69,76.69,56.88,126.39,196.95,timeout,165.36,243.73,213.34,timeout
01135f7a79d555bd0406f00fac22cbe2,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
01813075a2ddb68ae1fc655ca003437e,4403.05,4515.05,2519.21,timeout,timeout,4014.08,2968.26,timeout,timeout,timeout,timeout,timeout,1206.44,560.35,timeout,1163.44,1322.03,timeout
01cf0326d2ab46b71fe4e2eac97b2b18,0.00,0.00,0.00,0.00,8.09,2.60,2.59,2.67,2.60,0.00,0.00,2.68,2.66,0.20,2.37,2.76,2.75,0.00
02223564bd2f5c20768e63cf28c785e3,92.08,18.18,246.90,1.80,629.65,452.68,46.49,9.17,1046.13,2.49,342.76,154.18,28.87,timeout,367.58,0.00,94.46,16.89
02404a08ea36dd43362bbddc578c839d,2648.11,2865.01,1156.63,2960.56,1346.92,748.18,691.21,1368.30,700.25,1496.93,1307.13,1683.55,1881.82,timeout,2875.26,1548.50,1673.99,timeout
0240f5bddc39ad2f0a786c811fc434a8,1501.14,710.91,243.88,1377.99,1531.52,timeout,timeout,timeout,timeout,781.73,543.56,timeout,315.98,timeout,timeout,797.05,3124.76,timeout
0262e0507796703aeed95b8eb6346828,1742.33,149.07,1917.61,timeout,4595.18,812.54,1963.49,11612.03,1325.92,1422.94,timeout,510.87,4389.54,timeout,4644.87,timeout,463.28,timeout
02c1c6307289afd9f6ac81979b251df2,12.99,112.39,345.88,timeout,3428.97,1124.92,1688.18,7734.44,1716.98,116.18,67.39,1097.25,570.34,9.19,timeout,316.38,311.95,timeout
02f3a178829aa3838b2ad9a14f986913,622.16,timeout,timeout,timeout,1353.52,377.96,608.76,1375.56,852.02,1757.66,818.84,1766.70,835.29,timeout,840.75,414.56,2654.80,timeout
0325f5bdfff16d1756f786bfdccd2d26,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
036b541db9d0839b0591d408ff4f77ae,215.38,780.54,222.29,228.68,180.07,89.58,100.58,181.26,89.76,150.42,148.68,1831.82,666.80,timeout,1441.80,537.58,666.06,timeout
03a43a7ea55217f53542ed3f029963af,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,2051.98,1989.30,timeout,timeout,timeout,timeout,timeout,timeout,timeout
03ba29d5cb38d345357a74a7b5ccd759,98.37,573.56,130.69,87.28,615.34,852.95,636.47,892.26,669.21,117.29,112.98,641.26,95.68,timeout,timeout,205.15,331.47,timeout
040e4bdb9f4b0f58d3ec4d2f869363f4,280.18,319.47,481.18,timeout,748.26,144.29,178.59,582.25,184.48,292.18,437.97,151.99,176.39,timeout,391.47,245.28,182.28,timeout
045eeffb8750ff847de87bc37f922c02,3304.10,4666.06,2486.79,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,1016.34,524.07,timeout,1083.10,1943.01,timeout
04a7b805cf12ae898f723b735fa959df,timeout,timeout,timeout,timeout,6.19,1.29,1.39,5.93,3.39,1.08,0.99,3.19,9.59,timeout,4.59,21.76,13.69,timeout
04f6dd1892f3382e8356d107ba156256,timeout,timeout,timeout,timeout,timeout,4192.48,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,3492.73,timeout,timeout,1315.25
05650550f21d60a3989cae43fb5ebd93,timeout,3308.59,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
05e5b5a37a0d7cb5e96c82b84bbdca66,2019.07,1938.50,1672.73,2207.60,2659.65,2621.96,1896.59,7168.75,2047.66,983.85,982.14,3792.88,443.27,timeout,timeout,487.46,579.99,timeout
05ff725eef6dbf5b1bff07bedd89d6c0,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
060ad8240dd120ae1017c31c17fa88e9,247.58,40.29,257.38,timeout,486.56,174.68,71.18,155.89,121.19,139.33,144.08,141.88,187.89,timeout,77.88,37.76,160.78,timeout
0616ca6b1e0ae639d12e19ed310963a9,1.69,1.59,2.09,1.69,timeout,timeout,timeout,5.80,timeout,33.88,23.79,47.58,6.59,timeout,timeout,5.79,7.89,timeout
063486c4a139ae7a3874a5bac3459217,0.09,0.19,0.09,0.08,1.20,0.69,0.69,1.74,0.59,4.89,1.49,19.00,3.49,0.59,1.37,7.49,9.69,timeout
064ba3c61c5f105104edec8305853711,timeout,386.87,1656.39,timeout,timeout,timeout,timeout,timeout,timeout,933.59,timeout,1152.16,3134.10,timeout,timeout,timeout,timeout,timeout
068c64314f0f8405bc28bb4c52647145,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,4030.11,timeout,timeout,timeout,timeout,timeout,timeout,timeout
070fde310eca4ddf6967896052efcb30,805.57,1475.24,626.27,829.05,timeout,timeout,timeout,timeout,timeout,375.47,385.46,286.58,11.98,timeout,timeout,68.38,66.29,timeout
0746ab2982f4d8c28f10df0900857dd5,585.18,2304.54,558.68,timeout,2776.76,648.47,559.47,1926.85,486.86,700.84,540.06,348.07,244.59,timeout,1511.41,947.34,255.28,timeout
07c3cce524e2b85d8315ac4397ef08c4,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
07e94be3f47652c83090dbc7576c74d2,2231.63,timeout,1315.59,timeout,1345.69,timeout,timeout,timeout,timeout,4438.28,timeout,673.38,timeout,timeout,timeout,timeout,timeout,timeout
07ec99f550accd7c9f4cd1bccc8692a1,timeout,timeout,timeout,timeout,timeout,timeout,timeout,14073.93,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
080896c437245ac25eb6d3ad6df12c4f,2.88,2.79,0.00,2.98,timeout,1953.92,55.19,1.38,timeout,0.00,0.00,timeout,1.79,timeout,923.56,432.96,117.29,timeout
081ed301081776dc61bdcab61b720bd1,timeout,timeout,timeout,timeout,19.59,5.39,7.89,12.56,11.29,1.39,1.29,12.29,25.19,timeout,16.09,22.19,36.88,timeout
083030713683d8ab8e1d54372f241863,506.14,504.27,551.07,560.57,270.34,988.84,430.67,1047.27,428.22,331.27,328.97,1536.13,146.08,timeout,282.98,376.67,330.88,timeout
0832446f790662899f2275ccef2e09fd,timeout,685.37,timeout,timeout,1903.18,timeout,4415.59,884.77,timeout,3015.34,timeout,821.94,timeout,timeout,442.37,timeout,timeout,timeout
08530caa5c9232f2ffc5163cf79b38e7,10.49,10.88,14.59,10.89,timeout,timeout,timeout,27.25,timeout,timeout,timeout,54.68,9.19,timeout,timeout,30.79,41.09,timeout
08e7044c1542a366b7da389d31466d19,1968.34,3632.10,1712.45,2322.36,timeout,timeout,timeout,18243.41,timeout,2143.77,1886.86,4259.90,2761.08,timeout,2182.98,4919.73,timeout,timeout
091ddccbec559d7d69382a717d207bae,427.67,309.17,622.76,timeout,1096.71,241.88,130.29,463.15,167.19,443.27,448.59,242.68,476.97,timeout,292.98,291.05,279.98,timeout
09d8544494e54bc756438e69567b4ba7,170.87,933.86,168.38,131.57,timeout,timeout,639.67,1405.08,timeout,121.66,83.58,3565.19,timeout,timeout,timeout,3108.75,timeout,timeout
0ba5ff25b8f67d50e7adcdde9716a5c2,370.08,214.07,80.99,timeout,39.59,40.39,122.48,246.70,161.57,191.48,122.78,237.48,217.98,timeout,559.45,153.77,138.28,timeout
0bd73276f63d46f1cc6798db1a259d5a,1821.14,3987.99,2164.22,timeout,198.07,2088.99,648.86,2926.41,478.89,2616.15,687.76,1015.54,2269.24,timeout,559.45,1871.52,1288.74,timeout
0c1229dd6d69a3435089228613a4586a,565.56,1.59,242.98,timeout,timeout,timeout,timeout,timeout,timeout,17.59,546.17,timeout,0.89,331.78,timeout,118.59,51.08,timeout
0c4355730d11bb18582d00f7266fdf27,1274.01,350.97,168.48,504.74,timeout,timeout,timeout,timeout,timeout,timeout,timeout,2412.40,timeout,timeout,timeout,timeout,1550.15,timeout
0c737d87e8f42161dec9690eeac5b10c,2386.31,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
0c75119940f87f2bc1dc3f53aeedc02b,576.07,838.75,429.47,508.30,2510.07,4155.37,1095.66,3120.03,3286.48,1491.79,340.87,2538.33,193.16,timeout,timeout,619.34,859.37,timeout
0d20586b3bdca1ae180b9bcc6c98950d,1775.22,2124.68,1384.64,1988.27,1202.74,1950.18,944.15,5047.82,1283.02,1807.59,1687.36,1229.04,1225.72,timeout,timeout,1284.84,1207.64,timeout
0d2bcd9d503431148295cd116b446609,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
0d4b99f6d05c9e993ea8655d355fa3b3,4214.24,3939.56,1964.70,3564.85,timeout,3628.05,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
0dedd031865493687e8521c5abe6bdcf,238.59,149.70,297.18,250.24,617.16,1912.83,timeout,18026.06,timeout,2272.60,timeout,1669.84,timeout,timeout,timeout,3246.48,timeout,timeout
0e6aed984e421d24cd22c298c9fcc496,4.29,5.59,2.39,2.29,1.09,0.69,0.69,2.31,1.27,4.29,3.69,12.89,4.39,0.39,1.59,10.39,7.67,timeout
0e9625ab8ed684c849b965bbb808efab,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
0ec6278d8757199a58df37ec3de4d6b8,timeout,timeout,timeout,4851.76,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
0ec838a0bcda738c193c8ca61ae86986,151.28,253.97,291.36,149.68,timeout,timeout,1107.45,15661.75,timeout,1695.67,timeout,2759.81,3594.81,timeout,timeout,2776.72,415.18,timeout
0f60a51a548ae51010ff1263c131d81f,126.49,184.48,134.88,timeout,15.69,51.79,9.39,78.79,20.49,48.65,56.89,57.08,77.29,42.49,28.78,53.79,52.88,timeout
0f877a1f984f35fdfdce011cb7152123,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
0fa39d9540a4021202b574be6cdcb99d,timeout,timeout,timeout,timeout,timeout,2249.35,3912.10,timeout,timeout,timeout,timeout,1362.33,timeout,timeout,2927.86,timeout,timeout,timeout
0fdb5687a03275e0e2391484f1f7e743,7.59,5.30,0.09,timeout,2.49,1.69,0.89,3.75,1.29,2.69,5.58,17.38,5.29,1.69,2.99,12.79,16.99,timeout
10b460a4da6a4e199e946788a374032b,2098.10,821.16,936.67,1072.16,2342.46,2775.75,2378.56,10272.31,timeout,1891.05,1881.60,3604.12,2765.45,timeout,timeout,4486.88,2822.69,timeout
10b75b60d7019982ca42d9883b219e73,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
10bf6b1e7f77db46d9861b3308a2d9f8,26.59,66.99,26.88,50.29,14.59,6.09,31.29,187.27,3.69,35.59,45.59,33.18,86.99,timeout,121.29,44.15,0.30,453.87
115fa7f61704bc12b2373aa471bc434f,timeout,timeout,2177.34,timeout,timeout,timeout,timeout,timeout,timeout,56.98,3983.73,4387.77,2669.31,timeout,timeout,1046.04,2083.78,timeout
116bae11adddfa555f2e21f8ee678de5,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,0.00,timeout,timeout,timeout,timeout,timeout,timeout
11a1def7af69d5da6df454daf893f3fa,120.08,102.89,142.78,47.69,313.14,47.29,295.76,396.15,5.29,25.19,108.88,83.19,765.06,timeout,158.48,51.28,186.08,timeout
11f49c7df37db8f226dbd1dfdf8e5a65,192.09,543.97,171.89,185.49,timeout,2213.54,timeout,432.25,timeout,40.69,40.79,110.39,360.83,timeout,timeout,148.58,96.89,timeout
11f9fb52d305af8fb00e7f6e7071c820,8.19,timeout,2733.43,468.96,timeout,timeout,timeout,timeout,timeout,384.17,147.69,timeout,47.69,924.67,timeout,137.88,146.28,timeout
128fdc03329b57efb97c3cdf6ed7e35d,1261.43,1825.54,1390.94,1129.04,timeout,919.44,565.00,3885.47,timeout,2480.54,3122.45,3148.77,2337.58,timeout,timeout,1229.89,1641.72,timeout
129b37f1c8ffa0b7a58530ed39dfc092,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
12c257c6abef8d6bf4c1c0c66a495f34,0.09,0.09,0.09,0.09,0.99,0.69,0.59,1.53,0.40,1.10,1.49,17.59,3.79,0.40,0.69,8.48,8.69,timeout
12d835f3858b8c94cb1db35ce694fda3,199.19,168.78,155.49,timeout,165.06,507.17,883.06,4643.08,55.69,622.46,2094.98,1505.63,480.95,timeout,321.48,2223.81,2246.77,timeout
13002f51482d0b78e9f98fae1672d99a,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
1335cf5a529c51c86733b20450a41ac1,41.29,58.39,45.89,45.50,140.18,40.49,20.29,43.42,200.38,13.79,11.58,53.49,28.49,timeout,286.57,51.79,42.58,timeout
13538df69c3bc26707750ba55d90c9b0,timeout,4236.59,1870.42,timeout,1723.61,1253.83,837.35,2137.60,976.64,449.77,481.56,1083.25,1037.95,timeout,673.86,1320.94,1454.79,timeout
135eb593af65aa579aede02fd289a6f9,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
139c1262e5901a684005ffad897aa7eb,626.76,127.68,232.69,306.46,29.89,1699.11,2657.25,477.44,1511.22,210.78,319.98,1644.11,65.79,timeout,339.16,1282.73,119.59,timeout
13e37598f6e221b25f6cf1af90db0de9,timeout,timeout,timeout,timeout,5.09,2.59,2.59,9.03,11.79,3.99,4.29,11.99,25.09,timeout,11.89,32.98,31.29,timeout
13fe83cc7a856ff2358f76b96daf51e3,11.89,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,663.96,138.69,timeout,430.27,1507.63,timeout,100.58,252.08,timeout
140aa37221467a66d5711b760a19ee0f,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
140f56ae75d27f8f64392ddbea8fdf20,880.74,354.36,1087.76,timeout,1275.69,2209.18,466.67,6149.92,934.76,345.54,329.28,1162.84,1783.44,timeout,3363.71,2583.08,2415.82,timeout
141919813972d24c105018164e96cb1e,340.38,279.78,1051.25,307.63,1313.63,timeout,timeout,timeout,timeout,358.27,162.18,timeout,496.97,timeout,2204.69,646.46,1133.94,timeout
144a6ccc86727263d42c271072145d3c,65.39,85.88,23.79,timeout,106.68,5.59,5.79,17.25,6.29,18.09,28.89,56.38,38.09,4.79,20.89,28.88,33.20,timeout
14c33d4be35ed33f2c67498f8334993f,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
1527378fc216e0506bf8b63d0fad56be,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
1555418459e49dc96cf48a066ac1350d,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
1575dcf4547f5854850b971013683c37,1613.55,2066.89,1386.04,1863.79,2438.58,2913.60,2259.01,5696.66,3538.24,1108.04,1021.35,2449.04,2178.12,timeout,timeout,1477.90,2975.66,timeout
15ba9eb4b0035fb6ed11a03c7df21870,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
15bcd441a77aa0cb12f8794b707b744b,2667.02,timeout,2873.84,2861.02,timeout,timeout,timeout,timeout,timeout,2395.98,2049.91,timeout,4900.57,timeout,4275.38,timeout,timeout,timeout
166e1e5a9f63fcf94ddae8533fa2a090,1281.37,675.17,1392.93,1313.15,1107.43,701.04,755.96,2511.33,879.70,818.12,734.08,1135.14,600.74,853.90,3663.40,583.27,1017.43,timeout
167b736959aa8c9e5d38409755277a53,2850.16,timeout,2319.83,3849.78,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
1686dc3b12cee3c8fb6c796183457585,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
16ad0f4e6759ead8d0cff5349f0136a2,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
17d5423cd842ac0644b5d28a4be15e55,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
18603b131f8b997e617d6654302c3768,0.69,0.79,0.70,0.69,5.19,3.79,3.39,30.16,10.89,5.29,4.69,47.68,7.79,timeout,4.69,7.29,1.59,timeout
18d4124324b56e434118f9ef72198d84,280.58,272.98,249.88,3309.09,533.50,timeout,timeout,792.46,timeout,54.28,55.68,timeout,278.98,timeout,1097.61,179.28,1558.90,timeout
18d6a042cec732fbf3aa175852cff0c4,2332.20,2530.33,2132.53,timeout,timeout,1809.05,1824.21,10848.04,3391.64,1985.31,2856.17,4458.98,2212.11,38.09,timeout,200.06,279.48,timeout
18ed5aceb13d6c8e5b8fe7e4e6c43673,18.29,20.29,10.59,timeout,22.89,2.49,2.59,7.89,4.39,12.89,14.19,47.09,28.29,0.99,23.39,18.99,12.98,timeout
198f94ece5fdc9536a28afc3063bdcf6,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
19969dbd50d4cd01c7e8323377364a4e,318.17,236.69,306.24,530.36,1071.25,247.87,59.69,299.49,108.58,106.19,96.47,260.78,457.87,timeout,269.07,156.49,149.09,timeout
19c3796341c9361f30fc4d03d1914fb6,3974.67,timeout,2055.13,4491.13,3991.27,1695.96,1572.14,4885.49,1150.45,1733.21,1684.73,2285.23,2285.28,timeout,timeout,2640.67,2413.63,timeout
19e4774270745b00ed6142edcb8965fc,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
1a05f90f3850a3a1c73611adc02d5ce7,timeout,2952.01,timeout,timeout,timeout,timeout,timeout,4110.92,timeout,372.24,335.78,3759.61,timeout,timeout,timeout,timeout,timeout,timeout
1a224b56a81217f8997d97063a504455,65.28,209.68,81.49,334.58,1940.74,188.79,114.68,913.23,222.68,175.38,200.08,timeout,3485.15,timeout,timeout,294.49,148.07,timeout
1a3254cb7b54789fdd4d56bfaaa38df7,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
1a3320d3cf32f211b3e7b875745713e2,602.87,1710.85,516.97,1449.64,1135.83,856.05,377.88,1212.18,1114.54,264.78,262.08,457.67,819.45,timeout,699.85,777.65,674.62,timeout
1a3400dc32a3859afb20566a4ded9606,131.88,3076.75,1139.54,2032.77,1389.31,1266.45,1343.23,1660.99,timeout,160.08,266.57,462.17,368.98,timeout,1482.98,1386.24,1446.62,timeout
1b534fcd80ac9a0f5032033edd298436,336.38,500.66,240.47,274.59,166.87,90.69,115.08,239.82,40.09,93.69,99.98,326.17,86.29,timeout,76.39,113.09,144.68,timeout
1b8c45c42a818db8f62bcbfd6f52c881,1160.40,71.79,324.68,189.87,1159.44,496.49,1155.29,170.71,442.07,343.27,412.83,1845.33,464.17,timeout,162.77,610.57,293.37,20.39
1bb9929010e0c209f1e59dedba54d9ad,1107.45,370.67,911.02,313.17,timeout,timeout,timeout,timeout,timeout,167.36,285.87,1957.51,3131.98,timeout,2531.53,1280.64,683.17,timeout
1be909b58fd0fb4efbbd35a2c84831ef,254.18,636.66,603.47,877.96,4658.41,timeout,timeout,timeout,1275.73,424.57,1116.71,260.08,3028.69,timeout,timeout,2966.55,528.56,timeout
1c35c510ad106bfcdbc76ff49e710ce6,286.56,520.77,291.60,375.26,544.60,276.38,373.87,966.25,127.29,44.59,37.79,226.48,231.78,timeout,1034.85,201.28,199.77,timeout
1cd3df6f4037f2b36f24c067afe8d379,timeout,timeout,timeout,timeout,2.59,1.59,1.69,5.20,9.29,0.80,0.89,6.09,8.19,timeout,21.68,22.38,17.19,timeout
1ce81dbba1292bf791e194b17aa2a219,timeout,timeout,timeout,timeout,timeout,timeout,timeout,3937.65,timeout,2825.37,2425.41,timeout,3901.98,timeout,timeout,4049.97,timeout,timeout
1cea27ee23efc1e777b09d0ba458f43f,timeout,2690.50,825.75,timeout,4983.95,468.87,1645.84,2022.50,2301.51,3438.28,1977.56,367.78,1926.96,timeout,timeout,1838.73,1463.92,timeout
1d1a84a016853e81558971f7410b3d0b,2479.22,timeout,3067.81,2763.20,timeout,timeout,timeout,timeout,timeout,2677.63,2744.33,timeout,timeout,timeout,timeout,timeout,timeout,timeout
1d3a49fedd0d7f406bdc07f5a2cc76bf,0.09,0.09,0.09,0.09,1.09,0.49,0.29,0.87,0.49,1.19,1.19,16.99,2.89,0.39,0.39,7.29,0.19,timeout
48a5850f06cbdc6fc21836fa0f933450,30.99,12.39,12.29,183.27,631.69,62.08,47.89,11288.56,timeout,60.76,6.79,14.38,10.99,timeout,1754.55,161.08,213.48,timeout
1dca0e085cafa166224cb5e3360f5abc,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
1dce69ee6685597d6c56e5fd7a47f8e0,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
1efb4d530a9abb98f9c1baee64dc4c52,1.69,2.69,2.19,2.20,0.49,0.30,0.29,1.39,0.69,1.89,1.89,17.38,4.09,timeout,0.39,8.89,9.39,timeout
1f7d2a5f671c717bdaa409492ac3ab3d,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
205eb49eebcb24bf0b7293fb9fcb87f6,timeout,881.66,3990.48,2114.23,2217.39,70.89,740.36,10530.95,timeout,888.54,timeout,2398.56,685.88,timeout,2442.94,timeout,3590.65,timeout
2062a9566987f9ee0f68d7d0890150ec,108.98,155.79,2269.70,timeout,timeout,timeout,timeout,timeout,timeout,253.68,330.14,timeout,5.79,90.79,timeout,157.88,103.09,timeout
20b526b92fe5e9d0b0640905a542f2e7,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
2108de2160d289165366edd989599076,33.99,65.19,41.28,41.59,37.68,11.99,14.19,29.84,14.09,20.98,26.39,53.09,36.69,timeout,14.89,45.18,45.98,timeout
21c32b3636f0f470731c3254011fcbdd,412.58,590.27,171.29,416.97,29.78,86.19,70.99,142.54,42.98,297.18,24.69,173.18,62.39,timeout,95.18,519.22,67.49,timeout
21fbe69cf7c0b41e205b52d970f9a43a,2529.11,timeout,2818.99,2730.30,timeout,timeout,timeout,timeout,timeout,2081.59,2227.51,timeout,timeout,timeout,timeout,timeout,timeout,timeout
222e69415f05509e2b135174a62f463b,83.28,226.38,244.98,244.69,32.39,90.48,421.08,776.63,225.38,8.39,199.07,149.08,168.29,128.99,536.87,218.08,55.29,timeout
22505280326ec66ba807b8b4edc48e1a,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
2260d28ec773357e73e5ee60aeac0f43,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
2285ff99f985f8f926d5159299cc8787,512.27,1425.39,468.58,1140.65,433.36,368.27,252.75,2115.34,timeout,93.19,137.08,1685.99,462.87,timeout,timeout,405.68,401.78,timeout
22922a96c4bdac643b69069355c5db28,38.29,51.39,42.28,43.09,timeout,67.78,115.76,441.18,128.59,31.69,35.28,81.09,108.09,timeout,181.88,136.99,150.68,timeout
22ede342b1973bf82c2c2106616cc8d9,594.26,594.26,456.77,716.79,371.43,183.98,184.89,395.87,252.26,103.69,92.88,298.68,234.48,timeout,488.57,timeout,timeout,timeout
24075575c3dbd9e9eae948dd2241b029,803.24,2583.66,716.16,1058.45,1001.03,605.47,738.67,1176.23,2168.49,146.36,223.05,361.55,480.77,timeout,1533.01,693.04,719.25,timeout
241027c1d4f2b6d6e1bc8e49a213ae66,3387.58,4270.18,3909.43,1946.84,timeout,timeout,3604.82,timeout,3315.60,timeout,timeout,timeout,2595.86,28.69,timeout,737.97,965.60,timeout
24358ac5f7d5d1cd06fd93398dbbcf77,15.59,9.60,14.69,11.09,4.68,4.79,0.99,7.68,0.89,3.79,3.99,25.69,26.49,timeout,4.68,19.19,11.59,timeout
24ec197c44822a55ab9dcd4eff19e11e,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
2565143ce97b21d25c01ef4827e4283f,timeout,timeout,344.05,1654.85,timeout,timeout,timeout,timeout,timeout,694.14,689.37,timeout,21.78,213.58,timeout,718.97,139.89,timeout
256e9f7bf2a97dba2c7292dc26854682,525.28,397.93,513.97,374.18,115.48,152.48,76.19,986.04,155.68,250.38,303.64,250.87,298.98,timeout,433.67,244.35,208.88,timeout
25ba6d2b7503d699ee95bf4bcd0864c5,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout,timeout
