  ,mean_fit_time     ,std_fit_time        ,mean_score_time      ,std_score_time        ,param_model__solver,param_model__max_iter,param_model__learning_rate,param_model__hidden_layer_sizes,param_model__alpha,params                                                                                                                                                        ,split0_test_score     ,split1_test_score   ,split2_test_score   ,mean_test_score     ,std_test_score      ,rank_test_score
39,42.0909735361735  ,0.819414959748003   ,0.008327960968017578 ,0.0012449626173156438 ,lbfgs              ,5040                 ,adaptive                  ,"(156,)"                       ,0.05              ,"{'model__solver': 'lbfgs', 'model__max_iter': 5040, 'model__learning_rate': 'adaptive', 'model__hidden_layer_sizes': (156,), 'model__alpha': 0.05}"          ,-56.93781854526758    ,-45.94263004962922  ,-75.31954697484271  ,-59.3999985232465   ,12.11878870984208   ,40
40,41.37134647369385 ,0.36919203241999043 ,0.005663871765136719 ,0.00047238512710652113,lbfgs              ,6111                 ,adaptive                  ,"(152,)"                       ,0.01              ,"{'model__solver': 'lbfgs', 'model__max_iter': 6111, 'model__learning_rate': 'adaptive', 'model__hidden_layer_sizes': (152,), 'model__alpha': 0.01}"          ,-93.61441457128302    ,-91.97595061533166  ,-15.527268441939135 ,-67.03921120951794  ,36.43058538098149   ,41
41,87.97269837061565 ,0.5700674959991765  ,0.005994637807210286 ,0.0008128366061082118 ,lbfgs              ,6627                 ,adaptive                  ,"(320,)"                       ,0.001             ,"{'model__solver': 'lbfgs', 'model__max_iter': 6627, 'model__learning_rate': 'adaptive', 'model__hidden_layer_sizes': (320,), 'model__alpha': 0.001}"         ,-45.67912313170585    ,-26.5663915397429   ,-140.11946642136397 ,-70.78832703093757  ,49.641577292344074  ,42
42,67.91549857457478 ,2.0898367370096422  ,0.007662455240885417 ,0.0012467889107164892 ,lbfgs              ,4841                 ,constant                  ,"(320,)"                       ,0.05              ,"{'model__solver': 'lbfgs', 'model__max_iter': 4841, 'model__learning_rate': 'constant', 'model__hidden_layer_sizes': (320,), 'model__alpha': 0.05}"          ,-48.92635189276665    ,-56.58610927766621  ,-139.2288106871878  ,-81.58042395254022  ,40.88333271338088   ,43
43,95.2688573996226  ,1.9459768531523938  ,0.008329550425211588 ,0.0009420119774247313 ,lbfgs              ,6587                 ,constant                  ,"(320,)"                       ,0.05              ,"{'model__solver': 'lbfgs', 'model__max_iter': 6587, 'model__learning_rate': 'constant', 'model__hidden_layer_sizes': (320,), 'model__alpha': 0.05}"          ,-51.9928740282022     ,-57.04526190105588  ,-147.43323250116705 ,-85.49045614347506  ,43.848696772566505  ,44
44,132.21851348876953,3.723919641187699   ,0.007994810740152994 ,0.0008167297305293278 ,lbfgs              ,8234                 ,constant                  ,"(320,)"                       ,0.005             ,"{'model__solver': 'lbfgs', 'model__max_iter': 8234, 'model__learning_rate': 'constant', 'model__hidden_layer_sizes': (320,), 'model__alpha': 0.005}"         ,-72.7404482508403     ,-81.38777679381947  ,-106.60841908914043 ,-86.91221471126671  ,14.367774657285048  ,45
45,366.48510305086774,45.80562351739911   ,0.008327960968017578 ,0.0012461097667807554 ,lbfgs              ,8888                 ,constant                  ,"(264, 264)"                   ,0.01              ,"{'model__solver': 'lbfgs', 'model__max_iter': 8888, 'model__learning_rate': 'constant', 'model__hidden_layer_sizes': (264, 264), 'model__alpha': 0.01}"      ,-6.974569620615694    ,-10.194661711584859 ,-246.91497488768528 ,-88.02806873996194  ,112.35769950524131  ,46
46,375.6775762240092 ,66.42813713602189   ,0.012326796849568685 ,0.0023543809643931956 ,lbfgs              ,8234                 ,constant                  ,"(264, 264)"                   ,0.005             ,"{'model__solver': 'lbfgs', 'model__max_iter': 8234, 'model__learning_rate': 'constant', 'model__hidden_layer_sizes': (264, 264), 'model__alpha': 0.005}"     ,-3.7324185373446355   ,-43.3583902056575   ,-230.6817176461424  ,-92.59084212971486  ,98.9759965289046    ,47
47,194.04821825027466,4.636372912744845   ,0.006664196650187175 ,0.0017002826981699927 ,lbfgs              ,5575                 ,constant                  ,"(264, 264)"                   ,0.005             ,"{'model__solver': 'lbfgs', 'model__max_iter': 5575, 'model__learning_rate': 'constant', 'model__hidden_layer_sizes': (264, 264), 'model__alpha': 0.005}"     ,-2.9911412333711125   ,-46.00050827017357  ,-230.6817176461424  ,-93.22445571656236  ,98.77018968666434   ,48
48,49.12191263834635 ,3.959828493355546   ,0.0043307145436604815,0.00047198851756015723,lbfgs              ,9345                 ,adaptive                  ,"(70, 70)"                     ,0.005             ,"{'model__solver': 'lbfgs', 'model__max_iter': 9345, 'model__learning_rate': 'adaptive', 'model__hidden_layer_sizes': (70, 70), 'model__alpha': 0.005}"       ,-9.436243767109683    ,-10.542810374409026 ,-282.46535446302113 ,-100.81480286817994 ,128.44713126015867  ,49
49,188.8408587773641 ,1.1165367458780324  ,0.007665077845255534 ,0.001700235781639504  ,lbfgs              ,8928                 ,adaptive                  ,"(485,)"                       ,0.0001            ,"{'model__solver': 'lbfgs', 'model__max_iter': 8928, 'model__learning_rate': 'adaptive', 'model__hidden_layer_sizes': (485,), 'model__alpha': 0.0001}"        ,-406.78689888891853   ,-16.030959698588116 ,-30.03119207105734  ,-150.94968355285465 ,180.9944975034774   ,50
