   ,mean_fit_time       ,std_fit_time          ,mean_score_time     ,std_score_time       ,param_model__C    ,param_model__cache_size,param_model__class_weight,param_model__gamma   ,param_model__kernel,param_model__max_iter,params                                                                                                                                                                                 ,split0_test_score  ,split1_test_score  ,split2_test_score  ,mean_test_score    ,std_test_score        ,rank_test_score
23 ,0.09727732340494792 ,0.004495001956261382  ,0.05928889910380045 ,0.0024808431468388956,29.873545435139576,200                    ,                         ,0.09697064992782167  ,rbf                ,9008                 ,"{'model__C': 29.873545435139576, 'model__cache_size': 200, 'model__class_weight': None, 'model__gamma': 0.09697064992782167, 'model__kernel': 'rbf', 'model__max_iter': 9008}"        ,0.6464208242950108 ,0.6702819956616052 ,0.6413043478260869 ,0.6526690559275676 ,0.012628177947758784  ,24
24 ,0.09031049410502116 ,0.005434243058678408  ,0.05558172861735026 ,0.0025109570168353975,58.402775199144706,500                    ,                         ,0.12538492877767757  ,rbf                ,9761                 ,"{'model__C': 58.402775199144706, 'model__cache_size': 500, 'model__class_weight': None, 'model__gamma': 0.12538492877767757, 'model__kernel': 'rbf', 'model__max_iter': 9761}"        ,0.648590021691974  ,0.665943600867679  ,0.6413043478260869 ,0.65194599012858   ,0.01033505654629017   ,25
25 ,0.09461657206217448 ,0.004916793432736663  ,0.04330817858378092 ,0.0012434343844883364,119.38952946508373,1000                   ,                         ,0.05072579937424304  ,rbf                ,4444                 ,"{'model__C': 119.38952946508373, 'model__cache_size': 1000, 'model__class_weight': None, 'model__gamma': 0.05072579937424304, 'model__kernel': 'rbf', 'model__max_iter': 4444}"       ,0.6529284164859002 ,0.6702819956616052 ,0.6326086956521739 ,0.6519397025998931 ,0.015395942100900931  ,26
26 ,0.0902864933013916  ,0.002495220469084534  ,0.045302391052246094,0.004491994803876639 ,32.48734198951301 ,500                    ,                         ,0.04359535346167334  ,rbf                ,3611                 ,"{'model__C': 32.48734198951301, 'model__cache_size': 500, 'model__class_weight': None, 'model__gamma': 0.04359535346167334, 'model__kernel': 'rbf', 'model__max_iter': 3611}"         ,0.6420824295010846 ,0.6616052060737527 ,0.65               ,0.6512292118582791 ,0.008017394531932016  ,27
27 ,0.1016089916229248  ,0.0026231167249454123 ,0.050646464029947914,0.0028652636063651563,201.7950047367915 ,200                    ,                         ,0.07160932369329037  ,rbf                ,6289                 ,"{'model__C': 201.7950047367915, 'model__cache_size': 200, 'model__class_weight': None, 'model__gamma': 0.07160932369329037, 'model__kernel': 'rbf', 'model__max_iter': 6289}"         ,0.6507592190889371 ,0.6550976138828634 ,0.6478260869565218 ,0.6512276399761073 ,0.0029870096033525746 ,28
28 ,0.07064072291056316 ,0.0027199632639040763 ,0.051807403564453125,0.007973395511060348 ,111.38295391732503,500                    ,                         ,0.03128938785677082  ,rbf                ,853                  ,"{'model__C': 111.38295391732503, 'model__cache_size': 500, 'model__class_weight': None, 'model__gamma': 0.03128938785677082, 'model__kernel': 'rbf', 'model__max_iter': 853}"         ,0.648590021691974  ,0.6767895878524945 ,0.6282608695652174 ,0.651213493036562  ,0.019898426672702575  ,29
29 ,0.0876166820526123  ,0.0018853128301018665 ,0.062297662099202476,0.013809821202122062 ,34.87760681721603 ,200                    ,                         ,0.19047266524780798  ,rbf                ,5159                 ,"{'model__C': 34.87760681721603, 'model__cache_size': 200, 'model__class_weight': None, 'model__gamma': 0.19047266524780798, 'model__kernel': 'rbf', 'model__max_iter': 5159}"         ,0.6420824295010846 ,0.6681127982646421 ,0.6413043478260869 ,0.6504998585306045 ,0.01245827937101457   ,30
30 ,0.08428446451822917 ,0.006124901066825194  ,0.04730661710103353 ,0.006179041942156763 ,26.87840974523461 ,500                    ,                         ,0.23845126559022778  ,rbf                ,1845                 ,"{'model__C': 26.87840974523461, 'model__cache_size': 500, 'model__class_weight': None, 'model__gamma': 0.23845126559022778, 'model__kernel': 'rbf', 'model__max_iter': 1845}"         ,0.6442516268980477 ,0.665943600867679  ,0.6391304347826087 ,0.6497752208494451 ,0.011622364546606602  ,31
31 ,0.06496254603068034 ,0.002942222197969975  ,0.05197008450826009 ,0.00926853292743305  ,32.957736836626296,1000                   ,                         ,0.1036968786295274   ,rbf                ,417                  ,"{'model__C': 32.957736836626296, 'model__cache_size': 1000, 'model__class_weight': None, 'model__gamma': 0.1036968786295274, 'model__kernel': 'rbf', 'model__max_iter': 417}"         ,0.631236442516269  ,0.6832971800433839 ,0.6347826086956522 ,0.6497720770851018 ,0.023749992560216628  ,32
32 ,0.11645110448201497 ,0.0010728131789180671 ,0.06435879071553548 ,0.006005395317690691 ,224.63679382387733,200                    ,                         ,0.04006261049569915  ,rbf                ,8234                 ,"{'model__C': 224.63679382387733, 'model__cache_size': 200, 'model__class_weight': None, 'model__gamma': 0.04006261049569915, 'model__kernel': 'rbf', 'model__max_iter': 8234}"        ,0.6507592190889371 ,0.665943600867679  ,0.6326086956521739 ,0.64977050520293   ,0.013626864222140139  ,33
33 ,0.09061463673909505 ,0.008050787771504583  ,0.061298370361328125,0.0030884883412169405,46.883758255228955,200                    ,                         ,0.16755754032826772  ,rbf                ,6567                 ,"{'model__C': 46.883758255228955, 'model__cache_size': 200, 'model__class_weight': None, 'model__gamma': 0.16755754032826772, 'model__kernel': 'rbf', 'model__max_iter': 6567}"        ,0.6420824295010846 ,0.665943600867679  ,0.6391304347826087 ,0.6490521550504574 ,0.012004701150009987  ,34
34 ,0.06662948926289876 ,0.0026234294311216714 ,0.04564515749613444 ,0.0051788952218112735,183.7028750019251 ,500                    ,                         ,0.07664397769485964  ,rbf                ,576                  ,"{'model__C': 183.7028750019251, 'model__cache_size': 500, 'model__class_weight': None, 'model__gamma': 0.07664397769485964, 'model__kernel': 'rbf', 'model__max_iter': 576}"          ,0.648590021691974  ,0.6616052060737527 ,0.6369565217391304 ,0.6490505831682857 ,0.010068051698717105  ,35
35 ,0.09228030840555827 ,0.007035282271359867  ,0.055634657541910805,0.0032982600023062185,50.50801312991797 ,1000                   ,                         ,0.1983140643684307   ,rbf                ,2718                 ,"{'model__C': 50.50801312991797, 'model__cache_size': 1000, 'model__class_weight': None, 'model__gamma': 0.1983140643684307, 'model__kernel': 'rbf', 'model__max_iter': 2718}"         ,0.648590021691974  ,0.665943600867679  ,0.6326086956521739 ,0.6490474394039424 ,0.013612761161353801  ,36
36 ,0.09894188245137532 ,0.002157773498593728  ,0.05163764953613281 ,0.004782607551720169 ,114.44897561243587,500                    ,                         ,0.03020440851694574  ,rbf                ,7837                 ,"{'model__C': 114.44897561243587, 'model__cache_size': 500, 'model__class_weight': None, 'model__gamma': 0.03020440851694574, 'model__kernel': 'rbf', 'model__max_iter': 7837}"        ,0.6572668112798264 ,0.665943600867679  ,0.6239130434782608 ,0.6490411518752555 ,0.018117910900474512  ,37
37 ,0.0876165231068929  ,0.006941170623644702  ,0.05663466453552246 ,0.009971103887735318 ,18.739953278648755,1000                   ,                         ,0.26503850949599556  ,rbf                ,6726                 ,"{'model__C': 18.739953278648755, 'model__cache_size': 1000, 'model__class_weight': None, 'model__gamma': 0.26503850949599556, 'model__kernel': 'rbf', 'model__max_iter': 6726}"       ,0.6464208242950108 ,0.6572668112798264 ,0.6391304347826087 ,0.647606023452482  ,0.007451423170301591  ,38
38 ,0.09394526481628418 ,0.005349849227933887  ,0.04830455780029297 ,0.002623207376976923 ,93.67175702813677 ,500                    ,                         ,0.08092667198140062  ,rbf                ,8710                 ,"{'model__C': 93.67175702813677, 'model__cache_size': 500, 'model__class_weight': None, 'model__gamma': 0.08092667198140062, 'model__kernel': 'rbf', 'model__max_iter': 8710}"         ,0.648590021691974  ,0.6572668112798264 ,0.6369565217391304 ,0.6476044515703102 ,0.008320876422399415  ,39
39 ,0.09661157925923665 ,0.004189599744479048  ,0.05630024274190267 ,0.008213698151141124 ,221.20798999430247,200                    ,                         ,0.0438666685773469   ,rbf                ,4702                 ,"{'model__C': 221.20798999430247, 'model__cache_size': 200, 'model__class_weight': None, 'model__gamma': 0.0438666685773469, 'model__kernel': 'rbf', 'model__max_iter': 4702}"         ,0.6464208242950108 ,0.6594360086767896 ,0.6369565217391304 ,0.6476044515703102 ,0.00921529754955395   ,39
40 ,0.06529561678568523 ,0.0009426845569182983 ,0.05330228805541992 ,0.011433851090747054 ,69.00364218488852 ,1000                   ,                         ,0.07702583632948226  ,rbf                ,754                  ,"{'model__C': 69.00364218488852, 'model__cache_size': 1000, 'model__class_weight': None, 'model__gamma': 0.07702583632948226, 'model__kernel': 'rbf', 'model__max_iter': 754}"         ,0.6464208242950108 ,0.6637744034707158 ,0.6326086956521739 ,0.6476013078059668 ,0.01275069911671278   ,41
41 ,0.09461291631062825 ,0.006645390025825726  ,0.04963819185892741 ,0.005433545034245488 ,111.34412835191021,500                    ,                         ,0.14798070809605152  ,rbf                ,7599                 ,"{'model__C': 111.34412835191021, 'model__cache_size': 500, 'model__class_weight': None, 'model__gamma': 0.14798070809605152, 'model__kernel': 'rbf', 'model__max_iter': 7599}"        ,0.6442516268980477 ,0.6594360086767896 ,0.6369565217391304 ,0.6468813857713226 ,0.00936370856173891   ,42
42 ,0.09527802467346191 ,0.0026228742966315347 ,0.05163677533467611 ,0.005433320886969589 ,98.85776341980907 ,200                    ,                         ,0.1210550648511517   ,rbf                ,8016                 ,"{'model__C': 98.85776341980907, 'model__cache_size': 200, 'model__class_weight': None, 'model__gamma': 0.1210550648511517, 'model__kernel': 'rbf', 'model__max_iter': 8016}"          ,0.6420824295010846 ,0.6616052060737527 ,0.6369565217391304 ,0.6468813857713226 ,0.010619538465165862  ,42
43 ,0.1036074161529541  ,0.005182882255995622  ,0.05063819885253906 ,0.0012465553166964116,234.50615229814414,200                    ,                         ,0.05994937313144914  ,rbf                ,6726                 ,"{'model__C': 234.50615229814414, 'model__cache_size': 200, 'model__class_weight': None, 'model__gamma': 0.05994937313144914, 'model__kernel': 'rbf', 'model__max_iter': 6726}"        ,0.6355748373101953 ,0.6572668112798264 ,0.6456521739130435 ,0.6461646075010218 ,0.00886312115120309   ,44
44 ,0.08528947830200195 ,0.0004671886125450982 ,0.05296532313028971 ,0.004542572206156575 ,4.636232402053473 ,1000                   ,                         ,0.09831249947827286  ,rbf                ,8849                 ,"{'model__C': 4.636232402053473, 'model__cache_size': 1000, 'model__class_weight': None, 'model__gamma': 0.09831249947827286, 'model__kernel': 'rbf', 'model__max_iter': 8849}"        ,0.6399132321041214 ,0.6550976138828634 ,0.6434782608695652 ,0.64616303561885   ,0.0064831769008434695 ,45
45 ,0.10387913386027019 ,0.004313942178888888  ,0.05814051628112793 ,0.00948678893052914  ,226.1093840942367 ,200                    ,                         ,0.08284528822863231  ,rbf                ,7777                 ,"{'model__C': 226.1093840942367, 'model__cache_size': 200, 'model__class_weight': None, 'model__gamma': 0.08284528822863231, 'model__kernel': 'rbf', 'model__max_iter': 7777}"         ,0.6420824295010846 ,0.6572668112798264 ,0.6391304347826087 ,0.6461598918545066 ,0.007945703767650723  ,46
46 ,0.09194755554199219 ,0.004963426614773364  ,0.046275695164998375,0.005491937975171862 ,96.3001834058552  ,1000                   ,                         ,0.06208911092209177  ,rbf                ,7321                 ,"{'model__C': 96.3001834058552, 'model__cache_size': 1000, 'model__class_weight': None, 'model__gamma': 0.06208911092209177, 'model__kernel': 'rbf', 'model__max_iter': 7321}"         ,0.6442516268980477 ,0.6594360086767896 ,0.6347826086956522 ,0.6461567480901631 ,0.010154461998713435  ,47
47 ,0.11306460698445638 ,0.006743267446526423  ,0.054837306340535484,0.001329671314563361 ,30.222622754828   ,200                    ,                         ,0.33644610391803875  ,rbf                ,9067                 ,"{'model__C': 30.222622754828, 'model__cache_size': 200, 'model__class_weight': None, 'model__gamma': 0.33644610391803875, 'model__kernel': 'rbf', 'model__max_iter': 9067}"           ,0.6529284164859002 ,0.6550976138828634 ,0.6304347826086957 ,0.6461536043258197 ,0.011150108264580398  ,48
48 ,0.10869487126668294 ,0.006532177408694469  ,0.048291524251302086,0.009879716396772124 ,297.3687793506931 ,500                    ,                         ,0.048681048050845666 ,rbf                ,6944                 ,"{'model__C': 297.3687793506931, 'model__cache_size': 500, 'model__class_weight': None, 'model__gamma': 0.048681048050845666, 'model__kernel': 'rbf', 'model__max_iter': 6944}"        ,0.6420824295010846 ,0.665943600867679  ,0.6304347826086957 ,0.6461536043258197 ,0.014779487854851286  ,48
49 ,0.10318231582641602 ,0.00238467798715634   ,0.055964152018229164,0.007780410327736143 ,140.79733016874118,500                    ,                         ,0.023312023188561702 ,rbf                ,5238                 ,"{'model__C': 140.79733016874118, 'model__cache_size': 500, 'model__class_weight': None, 'model__gamma': 0.023312023188561702, 'model__kernel': 'rbf', 'model__max_iter': 5238}"       ,0.6420824295010846 ,0.6681127982646421 ,0.6282608695652174 ,0.646152032443648  ,0.01652201170859847   ,50
50 ,0.09622025489807129 ,0.007134644977828349  ,0.04690670967102051 ,0.003521254842700433 ,272.7447070027012 ,200                    ,                         ,0.0727109956371648   ,rbf                ,3889                 ,"{'model__C': 272.7447070027012, 'model__cache_size': 200, 'model__class_weight': None, 'model__gamma': 0.0727109956371648, 'model__kernel': 'rbf', 'model__max_iter': 3889}"          ,0.6399132321041214 ,0.648590021691974  ,0.6456521739130435 ,0.6447184759030463 ,0.0036032867744483156 ,51
51 ,0.10128021240234375 ,0.004497209427755004  ,0.05163160959879557 ,0.007750700389033237 ,119.08255977579371,500                    ,                         ,0.02343545574740574  ,rbf                ,8631                 ,"{'model__C': 119.08255977579371, 'model__cache_size': 500, 'model__class_weight': None, 'model__gamma': 0.02343545574740574, 'model__kernel': 'rbf', 'model__max_iter': 8631}"        ,0.6377440347071583 ,0.6594360086767896 ,0.6369565217391304 ,0.6447121883743595 ,0.010416275962562763  ,52
52 ,0.10260788599650066 ,0.0049185812630562886 ,0.04830574989318848 ,0.006124792994088443 ,178.6429543354675 ,500                    ,                         ,0.020067898874966336 ,rbf                ,5575                 ,"{'model__C': 178.6429543354675, 'model__cache_size': 500, 'model__class_weight': None, 'model__gamma': 0.020067898874966336, 'model__kernel': 'rbf', 'model__max_iter': 5575}"        ,0.6377440347071583 ,0.6594360086767896 ,0.6369565217391304 ,0.6447121883743595 ,0.010416275962562763  ,52
53 ,0.08328564961751302 ,0.009172424562127988  ,0.04763960838317871 ,0.006179367661497006 ,236.551198250572  ,1000                   ,                         ,0.043090355059108076 ,rbf                ,2004                 ,"{'model__C': 236.551198250572, 'model__cache_size': 1000, 'model__class_weight': None, 'model__gamma': 0.043090355059108076, 'model__kernel': 'rbf', 'model__max_iter': 2004}"        ,0.6399132321041214 ,0.6594360086767896 ,0.6347826086956522 ,0.6447106164921877 ,0.010621007654098678  ,54
54 ,0.0802915891011556  ,0.0036858315401793124 ,0.05197501182556152 ,0.009405167592878577 ,8.65292986917063  ,200                    ,                         ,0.0573296650943433   ,rbf                ,1230                 ,"{'model__C': 8.65292986917063, 'model__cache_size': 200, 'model__class_weight': None, 'model__gamma': 0.0573296650943433, 'model__kernel': 'rbf', 'model__max_iter': 1230}"           ,0.6355748373101953 ,0.6529284164859002 ,0.6413043478260869 ,0.6432692005407274 ,0.007219518090774823  ,55
55 ,0.10326886177062988 ,0.004714212339232734  ,0.05896592140197754 ,0.009893767995343717 ,180.3644794246297 ,1000                   ,                         ,0.11901119999474502  ,rbf                ,5218                 ,"{'model__C': 180.3644794246297, 'model__cache_size': 1000, 'model__class_weight': None, 'model__gamma': 0.11901119999474502, 'model__kernel': 'rbf', 'model__max_iter': 5218}"        ,0.6442516268980477 ,0.648590021691974  ,0.6347826086956522 ,0.6425414190952247 ,0.005765111820793355  ,56
56 ,0.10693852106730144 ,0.0032639002623924746 ,0.048977295557657875,0.0035532126034781646,36.78474673203771 ,200                    ,                         ,0.3441199882053938   ,rbf                ,9563                 ,"{'model__C': 36.78474673203771, 'model__cache_size': 200, 'model__class_weight': None, 'model__gamma': 0.3441199882053938, 'model__kernel': 'rbf', 'model__max_iter': 9563}"          ,0.648590021691974  ,0.6507592190889371 ,0.6282608695652174 ,0.6425367034487095 ,0.010133309072510754  ,57
57 ,0.09127648671468098 ,0.005426820638852038  ,0.05264115333557129 ,0.009797855675031499 ,71.48761593385558 ,200                    ,                         ,0.02511673382758245  ,rbf                ,6170                 ,"{'model__C': 71.48761593385558, 'model__cache_size': 200, 'model__class_weight': None, 'model__gamma': 0.02511673382758245, 'model__kernel': 'rbf', 'model__max_iter': 6170}"         ,0.6247288503253796 ,0.6572668112798264 ,0.6434782608695652 ,0.6418246408249236 ,0.013334930826149958  ,58
